scientific_name,common_name,iconic_taxon_name,taxon_kingdom,taxon_id
Estrilda astrild tenebridorsa,Bushveld Common Waxbill,Aves,Animalia,698199.0
Euagoras plagiatus,,Insecta,Animalia,357579.0
Euborellia annulipes,Ring-legged Earwig,Insecta,Animalia,196419.0
Euchaetes egle,Milkweed Tussock Moth,Insecta,Animalia,81677.0
Euchromia amoena,Pleasant Hornet Moth,Insecta,Animalia,361274.0
Euchrysops malathana,Common Smoky Blue,Insecta,Animalia,356262.0
Euclea daphnoides,White-Stem Guarri,Plantae,Plantae,585514.0
Euclea natalensis,Mountain Guarri,Plantae,Plantae,430991.0
Eudasyphora,,Insecta,Animalia,129113.0
Eudocima divitiosa,,Insecta,Animalia,134092.0
Eudocimus albus,White Ibis,Aves,Animalia,3751.0
Eugenia capensis,dune myrtle,Plantae,Plantae,340548.0
Eugenia malangensis,,Plantae,Plantae,986636.0
Euglossa dilemma,Dilemma Orchid Bee,Insecta,Animalia,474465.0
Eulophia speciosa,Golden Harlequin,Plantae,Plantae,140704.0
Eulophia subsaprophytica,,Plantae,Plantae,1428574.0
Eumaeus atala,Atala,Insecta,Animalia,50075.0
Eumenes fraternus,Fraternal Potter Wasp,Insecta,Animalia,133765.0
Eumeta hardenbergi,,Insecta,Animalia,665469.0
Eumetopias jubatus,Steller Sea Lion,Mammalia,Animalia,41755.0
Eumorpha fasciatus,Banded Sphinx,Insecta,Animalia,128012.0
Euonymus,spindles,Plantae,Plantae,47538.0
Euparius marmoreus,Marbled Fungus Weevil,Insecta,Animalia,219767.0
Eupeodes,Aphideaters,Insecta,Animalia,62455.0
Eupeodes fumipennis,Western Aphideater,Insecta,Animalia,493594.0
Euphagus cyanocephalus,Brewer's Blackbird,Aves,Animalia,10325.0
Euphorbia dulcis,Sweet Spurge,Plantae,Plantae,338386.0
Euphorbia graminea,Grassleaf Spurge,Plantae,Plantae,162826.0
Euphorbia lignosa,Spike Milkbush,Plantae,Plantae,585625.0
Euphorbia tirucalli,Fire Stick,Plantae,Plantae,162855.0
Euphoria inda,Bumble Flower Beetle,Insecta,Animalia,219776.0
Euplectes axillaris axillaris,Grassveld Fantail Widowbird,Aves,Animalia,578489.0
Euplectrus,,Insecta,Animalia,250188.0
Euproctis aethiopica,African Euproctis,Insecta,Animalia,364141.0
Euproctis straminicolor,Bicoloured Euproctis,Insecta,Animalia,665765.0
Euptoieta claudia,Variegated Fritillary,Insecta,Animalia,68244.0
Eurema,Grass Yellows,Insecta,Animalia,51615.0
Eurema brigitta,Broad-bordered Grass Yellow,Insecta,Animalia,149412.0
Eurema brigitta brigitta,African Broad-bordered Grass Yellow,Insecta,Animalia,528890.0
Eurema hecabe,Common Grass Yellow,Insecta,Animalia,203125.0
Eurema hecabe solifera,Common Grass Yellow,Insecta,Animalia,203125.0
Eurema lisa,Little Yellow,Insecta,Animalia,58530.0
Eurytela dryope angulata,Golden Piper,Insecta,Animalia,569323.0
Eurytides marcellus,Zebra Swallowtail,Insecta,Animalia,83086.0
Euthyrhynchus floridanus,Florida Predatory Stink Bug,Insecta,Animalia,119873.0
Eutricha obscura,Hidden Lappet,Insecta,Animalia,577589.0
Eutrochium fistulosum,Hollow Joe-Pye Weed,Plantae,Plantae,132717.0
Eutrochium maculatum,spotted Joe-Pye weed,Plantae,Plantae,117440.0
Evasterias troschelii,Mottled Star,Animalia,Animalia,84265.0
Exobasidium rhododendri,Rhododendron Leaf Gall,Fungi,Fungi,366953.0
Exosoma lusitanicum,Daffodil Leaf-beetle,Insecta,Animalia,505671.0
Eyralpenus diplosticta,,Insecta,Animalia,1297901.0
Fagus grandifolia,American beech,Plantae,Plantae,49202.0
Fagus sylvatica,European beech,Plantae,Plantae,54227.0
Faidherbia albida,Ana tree,Plantae,Plantae,343039.0
Falco amurensis,Amur Falcon,Aves,Animalia,4686.0
Falco columbarius,Merlin,Aves,Animalia,4672.0
Falco naumanni,Lesser Kestrel,Aves,Animalia,59845.0
Falco peregrinus,Peregrine Falcon,Aves,Animalia,4647.0
Falco peregrinus anatum,North American Peregrine Falcon,Aves,Animalia,117517.0
Falco rufigularis,Bat Falcon,Aves,Animalia,4664.0
Falco sparverius,American Kestrel,Aves,Animalia,4665.0
Falco tinnunculus,Eurasian Kestrel,Aves,Animalia,472766.0
Farancia abacura,Eastern Mudsnake,Reptilia,Animalia,30108.0
Farancia abacura abacura,Eastern Mudsnake,Reptilia,Animalia,30108.0
Faxonius virilis,Virile Crayfish,Animalia,Animalia,776137.0
Fejervarya limnocharis,Paddy Field Frog,Amphibia,Animalia,26053.0
Felicia,Felicias,Plantae,Plantae,61758.0
Felis catus,Domestic Cat,Mammalia,Animalia,118552.0
Ficus,Figs,Plantae,Plantae,50999.0
Ficus abutilifolia,Large-leaved rock fig,Plantae,Plantae,431014.0
Ficus burkei,Common Wild Fig,Plantae,Plantae,585956.0
Ficus burtt-davyi,Scrambling Fig,Plantae,Plantae,585957.0
Ficus bussei,zambezi fig,Plantae,Plantae,340272.0
Ficus capreifolia,Rough-Leaved Fig Tree,Plantae,Plantae,507292.0
Ficus carica,common fig,Plantae,Plantae,60218.0
Ficus glumosa,Mountain rock fig,Plantae,Plantae,506993.0
Ficus heteropleura,Sandy-Leafed Fig,Plantae,Plantae,343833.0
Ficus ingens,red-leaved fig,Plantae,Plantae,340123.0
Ficus lutea,Giantleaf Fig,Plantae,Plantae,347435.0
Ficus sur,Cape Fig,Plantae,Plantae,133182.0
Ficus sycomorus sycomorus,Broom Sycamore Fig,Plantae,Plantae,599386.0
Ficus trichopoda,Hippo Fig,Plantae,Plantae,585963.0
Filicium decipiens,fern tree,Plantae,Plantae,348794.0
Filistata insidiatrix,,Arachnida,Animalia,468121.0
Filodes costivitralis,Window Pearl,Insecta,Animalia,428864.0
Flacourtia indica,governors-plum,Plantae,Plantae,163027.0
Flaminia natalensis,Figure-8 Aloe Bug,Insecta,Animalia,518099.0
Flaveria bidentis,speedyweed,Plantae,Plantae,163028.0
Foeniculum vulgare,fennel,Plantae,Plantae,53052.0
Forficula,,Insecta,Animalia,61525.0
Forficula auricularia,European Earwig Complex,Insecta,Animalia,61524.0
Forficula dentata,Western Earwig,Insecta,Animalia,1470429.0
Formica,"Wood, Mound, and Field Ants",Insecta,Animalia,47339.0
Formica obscuripes,Western Thatching Ant,Insecta,Animalia,69267.0
Formicidae,Ants,Insecta,Animalia,47336.0
Frangula californica,coffeeberry,Plantae,Plantae,53423.0
Fratercula arctica,Atlantic Puffin,Aves,Animalia,4504.0
Fraxinus americana,white ash,Plantae,Plantae,54805.0
Fraxinus angustifolia,Narrow-leaved Ash,Plantae,Plantae,82881.0
Fraxinus latifolia,Oregon Ash,Plantae,Plantae,63878.0
Freyeria trochylus,Grass Jewel,Insecta,Animalia,1265002.0
Fringilla coelebs,Common Chaffinch,Aves,Animalia,10070.0
Fulica americana,American Coot,Aves,Animalia,473.0
Fulica atra,Eurasian Coot,Aves,Animalia,482.0
Fundulus heteroclitus,Mummichog,Actinopterygii,Animalia,58642.0
Fungi,Fungi Including Lichens,Fungi,Fungi,47170.0
Furia ithacensis,,Fungi,Fungi,475193.0
Fuscopolistes,fuscatus-group Paper Wasps,Insecta,Animalia,789379.0
Gaillardia aristata,great blanketflower,Plantae,Plantae,77183.0
Galanthus,snowdrops,Plantae,Plantae,51607.0
Galerucella calmariensis,Black-margined Loosestrife Beetle,Insecta,Animalia,543350.0
Galinsoga quadriradiata,shaggy soldier,Plantae,Plantae,56170.0
Galium,bedstraws,Plantae,Plantae,53060.0
Galium album,white bedstraw,Plantae,Plantae,163166.0
Gallinula chloropus,Common Moorhen,Aves,Animalia,201282.0
Gallinula chloropus meridionalis,African Common Moorhen,Aves,Animalia,516848.0
Gallinula galeata,Common Gallinule,Aves,Animalia,144479.0
Gallirex porphyreolophus,Purple-crested Turaco,Aves,Animalia,1505988.0
Gallirex porphyreolophus porphyreolophus,Southern Purple-crested Turaco,Aves,Animalia,1506005.0
Gallus gallus domesticus,Domestic Chicken,Aves,Animalia,505478.0
Gardenia volkensii,Bushveld Gardenia,Plantae,Plantae,431063.0
Garrulax leucolophus,White-crested Laughingthrush,Aves,Animalia,15182.0
Gasteracantha cancriformis,Spinybacked Orbweaver,Arachnida,Animalia,49540.0
Gasterosteus aculeatus,Threespine Stickleback,Actinopterygii,Animalia,48403.0
Gastropoda,Gastropods,Mollusca,Animalia,47114.0
Gavia,Loons,Aves,Animalia,4620.0
Gavia immer,Common Loon,Aves,Animalia,4626.0
Gegenes letterstedti,Common Dodger,Insecta,Animalia,1604928.0
Gekko monarchus,Double-spotted Gecko,Reptilia,Animalia,34610.0
Gekkota,Geckos,Reptilia,Animalia,371057.0
Geococcyx californianus,Greater Roadrunner,Aves,Animalia,1986.0
Geometridae,Geometer Moths,Insecta,Animalia,49530.0
Geranium caespitosum,pinewoods geranium,Plantae,Plantae,163256.0
Geranium dissectum,Cut-leaved crane's-bill,Plantae,Plantae,53075.0
Geranium maculatum,wild geranium,Plantae,Plantae,47699.0
Geranium viscosissimum,sticky geranium,Plantae,Plantae,77264.0
Geranium × oxonianum,Druce's Crane's-bill,Plantae,Plantae,450392.0
Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,Aves,Animalia,5422.0
Gerbilliscus afer,Cape Gerbil,Mammalia,Animalia,74360.0
Geronticus eremita,Northern Bald Ibis,Aves,Animalia,3753.0
Gerris swakopensis,Common Water Strider,Insecta,Animalia,667013.0
Geum rossii,Ross' Avens,Plantae,Plantae,163276.0
Gibbonsia metzi,Striped Kelpfish,Actinopterygii,Animalia,117549.0
Giraffa giraffa,South African Giraffe,Mammalia,Animalia,1510582.0
Giraffa giraffa giraffa,South African Giraffe,Mammalia,Animalia,1510582.0
Gladiolus atropurpureus,,Plantae,Plantae,338674.0
Gladiolus dalenii dalenii,Common Dragon's-head Lily,Plantae,Plantae,357460.0
Gladiolus longicollis platypetalus,,Plantae,Plantae,599469.0
Gladiolus oppositiflorus,Salmon Gladiolus,Plantae,Plantae,141015.0
Glandularia aristigera,South American mock vervain,Plantae,Plantae,465569.0
Glareola pratincola,Collared Pratincole,Aves,Animalia,4604.0
Glaucomys volans,Southern Flying Squirrel,Mammalia,Animalia,46272.0
Glaucopsyche lygdamus,Silvery Blue,Insecta,Animalia,56776.0
Glebionis coronaria,Garland Daisy,Plantae,Plantae,59904.0
Gleditsia triacanthos,honey locust,Plantae,Plantae,54797.0
Globimetula mweroensis,,Plantae,Plantae,483731.0
Gloriosa superba,flame lily,Plantae,Plantae,141177.0
Gnophaela latipennis,Wild Forget-me-not Moth,Insecta,Animalia,63790.0
Gobiinae,,Actinopterygii,Animalia,556686.0
Gobionidae,Gudgeons,Actinopterygii,Animalia,1303617.0
Golovinomyces,,Fungi,Fungi,333884.0
Golovinomyces bolayi,,Fungi,Fungi,1107859.0
Golovinomyces verbenae,Verbena Powdery Mildew,Fungi,Fungi,992200.0
Gomphidae,Clubtails,Insecta,Animalia,51128.0
Gomphocarpus,,Plantae,Plantae,52363.0
Gomphocarpus fruticosus,Narrow-leaf Cotton Bush,Plantae,Plantae,52351.0
Gomphocarpus physocarpus,balloonplant,Plantae,Plantae,281273.0
Gomphocarpus tomentosus,Woolly Milkweed,Plantae,Plantae,586616.0
Gomphrena,,Plantae,Plantae,128269.0
Gonepteryx cleopatra,Cleopatra Butterfly,Insecta,Animalia,123815.0
Gonimbrasia zambesina,Zambezi Emperor,Insecta,Animalia,344794.0
Gonioma kamassi,Knysna Boxwood,Plantae,Plantae,586622.0
Gopherus polyphemus,Gopher Tortoise,Reptilia,Animalia,40085.0
Gossypium hirsutum,Upland Cotton,Plantae,Plantae,77299.0
Graminella villica,,Insecta,Animalia,551017.0
Graphium angolanus,Southern Angola White Lady,Insecta,Animalia,667578.0
Graphium angolanus angolanus,Southern Angola White Lady,Insecta,Animalia,667578.0
Graphium antheus,Large Striped Swordtail,Insecta,Animalia,348234.0
Graphium eurypylus,Great Jay,Insecta,Animalia,201933.0
Graphocephala atropunctata,Blue-green Sharpshooter,Insecta,Animalia,1064647.0
Graphocephala psephena,,Insecta,Animalia,1064724.0
Graphosoma italicum,Continental Striped Shield Bug,Insecta,Animalia,546357.0
Graphosoma italicum italicum,Continental Striped Shield Bug,Insecta,Animalia,546357.0
Graptocoris aulicus,Hibiscus Shieldbug,Insecta,Animalia,752454.0
Grayia smithii,Smith's African Water Snake,Reptilia,Animalia,29987.0
Grewia afra,Climbing Raisin,Plantae,Plantae,1588523.0
Grewia occidentalis,Crossberry,Plantae,Plantae,334567.0
Grewia occidentalis occidentalis,Bowwood,Plantae,Plantae,334569.0
Grindelia,gumplants,Plantae,Plantae,55365.0
Grindelia stricta,Oregon Gumplant,Plantae,Plantae,61992.0
Grindelia subalpina,subalpine gumweed,Plantae,Plantae,163424.0
Gryllidae,True Crickets,Insecta,Animalia,52884.0
Gryllidea,Crickets,Insecta,Animalia,358855.0
Grylloidea,True Crickets and Allies,Insecta,Animalia,50158.0
Gryllotalpa,,Insecta,Animalia,71221.0
Gryllotalpa africana,African Molecricket,Insecta,Animalia,354713.0
Gryllotalpidae,Mole Crickets,Insecta,Animalia,71220.0
Gryllus bimaculatus,Southern Field Cricket,Insecta,Animalia,71247.0
Gryllus pennsylvanicus,Fall Field Cricket,Insecta,Animalia,122193.0
Gunnera tinctoria,Chilean rhubarb,Plantae,Plantae,77310.0
Guttera edouardi,Southern Crested Guineafowl,Aves,Animalia,1424120.0
Guttera edouardi edouard,Southern Crested Guineafowl,Aves,Animalia,1424120.0
Gygis alba candida,Common White Tern,Aves,Animalia,470775.0
Gymnanthemum corymbosum,Mountain Bittertea,Plantae,Plantae,586655.0
Gymnosporia,Spikethorns,Plantae,Plantae,185532.0
Gymnosporia glaucophylla,Blue Spikethorn,Plantae,Plantae,586677.0
Gymnosporia senegalensis,confetti spikethorn,Plantae,Plantae,340106.0
Gyps africanus,White-backed Vulture,Aves,Animalia,5363.0
Gyps fulvus,Eurasian Griffon,Aves,Animalia,5366.0
Gyps rueppelli,Rüppell's Griffon,Aves,Animalia,327608.0
Gyrinophilus porphyriticus,Spring Salamander,Amphibia,Animalia,27500.0
Habropoda laboriosa,Blueberry Digger Bee,Insecta,Animalia,121510.0
Hackelia micrantha,Jessica's stickseed,Plantae,Plantae,77323.0
Hadoa duryi,Orange-and-black Cicada,Insecta,Animalia,469253.0
Haematopus bachmani,Black Oystercatcher,Aves,Animalia,4838.0
Haematopus moquini,African Oystercatcher,Aves,Animalia,4839.0
Haemorhous mexicanus,House Finch,Aves,Animalia,199840.0
Halcyon albiventris,Brown-hooded Kingfisher,Aves,Animalia,2346.0
Halcyon albiventris albiventris,Southern Brown-hooded Kingfisher,Aves,Animalia,625887.0
Halcyon chelicuti,Striped Kingfisher,Aves,Animalia,2334.0
Halcyon gularis,Brown-breasted Kingfisher,Aves,Animalia,201076.0
Haliaeetus leucocephalus,Bald Eagle,Aves,Animalia,5305.0
Halichoerus grypus,Atlantic Grey Seal,Mammalia,Animalia,711289.0
Halichoerus grypus atlantica,Atlantic Grey Seal,Mammalia,Animalia,711289.0
Halichondria panicea,Bread-crumb Sponge,Animalia,Animalia,186854.0
Haliclona,,Animalia,Animalia,129864.0
Halictini,,Insecta,Animalia,335597.0
Halictus,Furrow Bees,Insecta,Animalia,57677.0
Halictus confusus,Confusing Furrow Bee,Insecta,Animalia,199115.0
Halictus ligatus,Ligated Furrow Bee,Insecta,Animalia,154298.0
Halictus tripartitus,Tripartite Sweat Bee,Insecta,Animalia,309390.0
Halleria lucida,African honeysuckle,Plantae,Plantae,402272.0
Haloxylon persicum,,Plantae,Plantae,464138.0
Halyomorpha halys,Brown Marmorated Stink Bug,Insecta,Animalia,81923.0
Halysidota tessellaris,Banded Tussock Moth,Insecta,Animalia,120217.0
Haplotrema concavum,Gray-foot Lancetooth Snail,Mollusca,Animalia,220925.0
Haplotrema vancouverense,Robust Lancetooth Snail,Mollusca,Animalia,220933.0
Harengula,,Actinopterygii,Animalia,88733.0
Harmonia axyridis,Asian Lady Beetle,Insecta,Animalia,48484.0
Harpactes erythrocephalus annamensis,,Aves,Animalia,710564.0
Hasarius adansoni,Adanson's House Jumper,Arachnida,Animalia,347886.0
Hediocoris tibialis,,Insecta,Animalia,625901.0
Hedychium gardnerianum,Kahili ginger,Plantae,Plantae,52495.0
Hedydipna collaris,Southern Collared Sunbird,Aves,Animalia,623574.0
Hedydipna collaris collaris,Southern Collared Sunbird,Aves,Animalia,623574.0
Hedydipna collaris zuluensis,Lowveld Collared Sunbird,Aves,Animalia,361644.0
Helianthus annuus,Common Sunflower,Plantae,Plantae,57983.0
Helichrysum kraussii,Straw Everlasting,Plantae,Plantae,586944.0
Helicoverpa armigera,Cotton Bollworm Moth,Insecta,Animalia,83806.0
Helicoverpa zea,Corn Earworm Moth,Insecta,Animalia,118492.0
Heliosciurus gambianus,Gambian Sun Squirrel,Mammalia,Animalia,46195.0
Heliotropium europaeum,European heliotrope,Plantae,Plantae,77365.0
Helminthomorpha,Worm-like Millipedes,Animalia,Animalia,372763.0
Helminthotheca echioides,bristly oxtongue,Plantae,Plantae,61906.0
Helophilus pendulus,Sun Fly,Insecta,Animalia,52486.0
Hemiargus ceraunus,Ceraunus Blue,Insecta,Animalia,69940.0
Hemidactylus bowringii,Oriental House Gecko,Reptilia,Animalia,68344.0
Hemidactylus frenatus,Asian House Gecko,Reptilia,Animalia,51940.0
Hemidactylus mabouia,Tropical House Gecko,Reptilia,Animalia,68492.0
Hemidactylus turcicus,Mediterranean House Gecko,Reptilia,Animalia,34435.0
Hemigrapsus,,Animalia,Animalia,48343.0
Hemigrapsus nudus,Purple Shore Crab,Animalia,Animalia,48342.0
Hemigrapsus oregonensis,Yellow Shore Crab,Animalia,Animalia,69170.0
Hemipenthes jaennickeana,,Insecta,Animalia,259626.0
Hemiramphus brasiliensis,Ballyhoo,Actinopterygii,Animalia,179572.0
Hentzia palmarum,Common Hentz Jumping Spider,Arachnida,Animalia,153839.0
Heracleum maximum,common cowparsnip,Plantae,Plantae,53094.0
Heracleum sphondylium,hogweed,Plantae,Plantae,163682.0
Hermetia illucens,Black Soldier Fly,Insecta,Animalia,82177.0
Hesperiidae,Skippers,Insecta,Animalia,47653.0
Hetaerina americana,American Rubyspot,Insecta,Animalia,51761.0
Heteraspis albidovittata,,Insecta,Animalia,1506514.0
Heteropoda jugulans,Jungle Huntsman Spider,Arachnida,Animalia,369020.0
Heteropoda venatoria,Pantropical Huntsman Spider,Arachnida,Animalia,48765.0
Heteroptera,True Bugs,Insecta,Animalia,61267.0
Heteropyxis natalensis,Lavender-tree,Plantae,Plantae,428461.0
Heterotheca hirsutissima,Harsh False Goldenaster,Plantae,Plantae,1349541.0
Hexagenia,Giant Mayflies,Insecta,Animalia,51112.0
Hexagrammos decagrammus,Kelp Greenling,Actinopterygii,Animalia,68596.0
Hibisceae,,Plantae,Plantae,860846.0
Hibiscus articulatus,,Plantae,Plantae,506969.0
Hibiscus calyphyllus,Lemonyellow Rosemallow,Plantae,Plantae,163760.0
Hibiscus tiliaceus,sea hibiscus,Plantae,Plantae,62868.0
Hieraaetus wahlbergi,Wahlberg's Eagle,Aves,Animalia,144469.0
Hierodula bhamoana,,Insecta,Animalia,749864.0
Hierodula patellifera,Giant Asian Mantis,Insecta,Animalia,328037.0
Hierodula transcaucasica,Transcaucasian Giant Mantis,Insecta,Animalia,633860.0
Hierophis viridiflavus,Green Whip Snake,Reptilia,Animalia,27035.0
Hierophis viridiflavus carbonarius,,Reptilia,Animalia,27035.0
Hilliardiella elaeagnoides,Bicolour Vernonia,Plantae,Plantae,587506.0
Himantopus mexicanus,Black-necked Stilt,Aves,Animalia,4836.0
Hipparchia semele,Grayling,Insecta,Animalia,102800.0
Hippodamia variegata,Variegated Lady Beetle,Insecta,Animalia,143034.0
Hippopotamus amphibius,Common Hippopotamus,Mammalia,Animalia,42149.0
Hippotion osiris,Large striped hawkmoth,Insecta,Animalia,354248.0
Hippotion scrofa,Coprosma Hawk Moth,Insecta,Animalia,201675.0
Hippotragus niger niger,Southern Sable Antelope,Mammalia,Animalia,601847.0
Hirschfeldia incana,Shortpod Mustard,Plantae,Plantae,53097.0
Hirudo michaelseni,Common African Leech,Animalia,Animalia,669581.0
Hirundo rustica,Barn Swallow,Aves,Animalia,11901.0
Histrionicus histrionicus,Harlequin Duck,Aves,Animalia,7111.0
Hogna radiata,Radiated Wolf Spider,Arachnida,Animalia,326871.0
Holocnemus pluchei,Marbled Cellar Spider,Arachnida,Animalia,211210.0
Homalodisca liturata,Smoketree Sharpshooter,Insecta,Animalia,143188.0
Homo sapiens,Human,Mammalia,Animalia,43584.0
Homothyrea thoracica,,Insecta,Animalia,853986.0
Hoodia currorii lugardii,Bushman's Hat,Plantae,Plantae,566817.0
Hoplias malabaricus,Common Wolffish,Actinopterygii,Animalia,172357.0
Hoplobatrachus chinensis,East Asian Bullfrog,Amphibia,Animalia,1423577.0
Hoplosphyrum boreale,Western Brush Cricket,Insecta,Animalia,120480.0
Horistus infuscatus,,Insecta,Animalia,327188.0
Hyacinthoides non-scripta,bluebell,Plantae,Plantae,56132.0
Hyalophora euryalus,Ceanothus Silk Moth,Insecta,Animalia,50913.0
Hyalopterus,Mealy Plum-Reed Aphids,Insecta,Animalia,143344.0
Hycleus lugens,Tenspot Blisterbeetle,Insecta,Animalia,460526.0
Hycleus lunatus,Lunate Blisterbeetle,Insecta,Animalia,556128.0
Hycleus oculatus,CMR Blisterbeetle,Insecta,Animalia,524480.0
Hycleus trifasciatus,,Insecta,Animalia,702268.0
Hydrocynus vittatus,Striped Tigerfish,Actinopterygii,Animalia,82777.0
Hydrophyllum fendleri,Fendler's Waterleaf,Plantae,Plantae,77470.0
Hyla versicolor,Gray Treefrog Species Complex,Amphibia,Animalia,922247.0
Hylaeus leptocephalus,Slender-faced Masked Bee,Insecta,Animalia,199050.0
Hylambates maculatus,Red-legged Wot-wot,Amphibia,Animalia,1250330.0
Hylephila phyleus,Fiery Skipper,Insecta,Animalia,50340.0
Hyles lineata,White-lined Sphinx,Insecta,Animalia,49348.0
Hylocichla mustelina,Wood Thrush,Aves,Animalia,13270.0
Hylotelephium,Live-forever,Plantae,Plantae,84036.0
Hymenia perspectalis,Spotted Beet Webworm Moth,Insecta,Animalia,142995.0
Hymenoptera,"Ants, Bees, Wasps, and Sawflies",Insecta,Animalia,47201.0
Hypercompe scribonia,Giant Leopard Moth,Insecta,Animalia,63028.0
Hyperechia consimilis,Woodcutterbee Robberfly,Insecta,Animalia,670463.0
Hyperolius marmoratus,Spotted Painted Reedfrog,Amphibia,Animalia,154712.0
Hyperolius marmoratus taeniatus,Striped Painted Reedfrog,Amphibia,Animalia,555315.0
Hyperolius marmoratus verrucosus,Spotted Painted Reedfrog,Amphibia,Animalia,154712.0
