predator_scientific_name,prey_scientific_name,observed_on,time_zone,image_url,sound_url,positional_accuracy,place,place_town,place_county,place_state,place_country,latitude,longitude,type_of_feeding,url,captive_cultivated,description,prey_agreements,predator_agreements
Civettictis civetta,Ficus bussei,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167071230/medium.jpg,,20.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0709326029,28.8697816324,,https://www.inaturalist.org/observations/100126056,False,,1.0,2.0
Papio ursinus,Ficus bussei,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167071230/medium.jpg,,20.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0709326029,28.8697816324,,https://www.inaturalist.org/observations/100126056,False,,1.0,2.0
Papio ursinus griseipes,Ficus bussei,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167071797/medium.jpg,,20.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0709326029,28.8698084544,,https://www.inaturalist.org/observations/100126348,False,,1.0,2.0
Progne subis,Danaus plexippus,2021-07-11,Hawaii,https://inaturalist-open-data.s3.amazonaws.com/photos/167181731/medium.jpeg,,4.0,"Sherwood, WI, USA",,Calumet,Wisconsin,United States,44.168358805,-88.294536096,,https://www.inaturalist.org/observations/100191270,False,,1.0,2.0
Progne subis,Danaus plexippus,2021-07-11,Hawaii,https://inaturalist-open-data.s3.amazonaws.com/photos/167181731/medium.jpeg,,4.0,"Sherwood, WI, USA",,Calumet,Wisconsin,United States,44.168358805,-88.294536096,,https://www.inaturalist.org/observations/100191271,False,,1.0,2.0
Loxodonta africana,Adansonia digitata,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167226150/medium.jpg,,4.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0636605662,28.8603960176,,https://www.inaturalist.org/observations/100213596,False,,3.0,1.0
Loxodonta africana,Adansonia digitata,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167226150/medium.jpg,,4.0,"Mashonaland West, ZW",,Hurungwe,Mashonaland West,Zimbabwe,-16.0039239985,28.9793551567,,https://www.inaturalist.org/observations/100213691,False,,3.0,1.0
Papio ursinus griseipes,Ficus bussei,2021-10-31,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167235360/medium.jpg,,15.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0709222934,28.8698245477,,https://www.inaturalist.org/observations/100218796,False,,1.0,2.0
Cirina forda,Burkea africana,2021-11-08,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167922022/medium.jpg,,4.0,"Mukuvisi Woodlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8496934281,31.0938875395,,https://www.inaturalist.org/observations/100598485,False,,1.0,2.0
Phalacrocorax carbo,Anguilla anguilla,2021-11-01,Lisbon,https://inaturalist-open-data.s3.amazonaws.com/photos/167922439/medium.jpeg,,15.0,"England, GB",Greater London,Hounslow,England,United Kingdom,51.4767404172,-0.3726296536,,https://www.inaturalist.org/observations/100598802,False,,5.0,2.0
Phalacrocorax carbo,Anguilla anguilla,2021-11-01,Lisbon,https://inaturalist-open-data.s3.amazonaws.com/photos/167922449/medium.jpeg,,15.0,"Isleworth, England, United Kingdom",Greater London,Hounslow,England,United Kingdom,51.4685646204,-0.3200831975,,https://www.inaturalist.org/observations/100598803,False,,5.0,2.0
Cirina forda,Burkea africana,2021-11-08,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167925209/medium.jpg,,4.0,"Mukuvisi Woodlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.849693,31.093888,,https://www.inaturalist.org/observations/100600106,False,,1.0,2.0
Tringa semipalmata inornata,Emerita analoga,2021-11-07,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/167951144/medium.jpeg,,,"Monterey, California, United States",,Monterey,California,United States,36.8168027778,-121.7891666667,"No, none of these",https://www.inaturalist.org/observations/100627129,False,,1.0,1.0
Tringa semipalmata,Emerita analoga,2021-11-07,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/167964347/medium.jpeg,,,"Moss Landing State Beach, Monterey, California, United States",,Monterey,California,United States,36.8120027778,-121.7902722222,"No, none of these",https://www.inaturalist.org/observations/100627169,False,,1.0,1.0
Panthera pardus pardus,Aepyceros melampus,2021-09-24,Paris,https://inaturalist-open-data.s3.amazonaws.com/photos/168070638/medium.jpeg,,31.0,Botswana,,Chobe,Chobe,Botswana,-18.6542193041,24.0051819744,,https://www.inaturalist.org/observations/100682402,False,,1.0,4.0
Panthera pardus,Aepyceros melampus,2021-09-24,Paris,https://inaturalist-open-data.s3.amazonaws.com/photos/168070635/medium.jpeg,,61.0,"Chobe District, Botsuana",,Chobe,Chobe,Botswana,-18.6475227618,24.064115082,,https://www.inaturalist.org/observations/100682403,False,,1.0,4.0
Basipta stolida,Brachylaena discolor,2021-11-07,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/168095355/medium.jpg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2895,32.4631,,https://www.inaturalist.org/observations/100708606,False,,1.0,2.0
Basipta stolida,Brachylaena discolor,2021-11-07,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/168095395/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2895,32.4631,,https://www.inaturalist.org/observations/100708607,False,,1.0,2.0
Leucocelis aeneicollis,Syzygium cordatum cordatum,2021-11-07,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/168099140/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2601,32.4736,,https://www.inaturalist.org/observations/100708632,False,,0.0,1.0
Leucocelis aeneicollis,Syzygium cordatum cordatum,2021-11-07,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/168099317/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2601,32.4736,,https://www.inaturalist.org/observations/100708634,False,,0.0,1.0
Pheidole megacephala,Platypleura argentata,2021-11-07,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/168246100/medium.jpeg,,50.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2644,32.4817,,https://www.inaturalist.org/observations/100786782,False,,1.0,1.0
Pheidole megacephala,Platypleura argentata,2021-11-07,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/168246135/medium.jpeg,,50.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2644,32.4817,,https://www.inaturalist.org/observations/100786786,False,,1.0,1.0
Petascelis remipes,Combretum molle,2021-11-13,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/168759122/medium.jpg,,4.0,"Mukuvisi Woodlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.849319,31.08886,,https://www.inaturalist.org/observations/101074371,False,,1.0,1.0
Petascelis remipes,Combretum molle,2021-11-13,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/168759696/medium.jpg,,4.0,"Mukuvisi Woodlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.849319,31.08886,,https://www.inaturalist.org/observations/101074747,False,,1.0,1.0
Pheidole megacephala,Hemidactylus mabouia,2021-11-12,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/169362060/medium.jpeg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/101412590,False,,1.0,1.0
Pheidole megacephala,Hemidactylus mabouia,2021-11-12,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/169362122/medium.jpeg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/101412591,False,,1.0,1.0
Elanus leucurus,Rattus rattus,2021-11-26,Pacific Time (US & Canada),https://static.inaturalist.org/photos/170377907/medium.jpg,,35.0,"Los Alamitos, CA, USA",,Orange,California,United States,33.7829280179,-118.0512273149,,https://www.inaturalist.org/observations/101976408,False,,2.0,2.0
Elanus leucurus,Rattus rattus,2021-11-26,Pacific Time (US & Canada),https://static.inaturalist.org/photos/170377907/medium.jpg,,35.0,"Los Alamitos, CA, USA",,Orange,California,United States,33.7829280179,-118.0512273149,,https://www.inaturalist.org/observations/101976411,False,,2.0,2.0
Cenaeus pectoralis,Solanum americanum,2021-11-27,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/170463990/medium.jpeg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/102021841,False,,2.0,2.0
Cenaeus pectoralis,Solanum americanum,2021-11-27,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/170464019/medium.jpeg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/102021843,False,,2.0,2.0
Discurria insessa,Egregia menziesii,2021-12-04,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/171703427/medium.jpeg,,2.0,"San Mateo County, CA, USA",,San Mateo,California,United States,37.144832082,-122.3487386349,"No, none of these",https://www.inaturalist.org/observations/102691689,False,,1.0,1.0
Discurria insessa,Egregia menziesii,2021-12-04,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/medium.jpeg,,2.0,"San Mateo County, CA, USA",,San Mateo,California,United States,37.1448427721,-122.3487366616,"No, none of these",https://www.inaturalist.org/observations/102691691,False,,1.0,1.0
Falco peregrinus,Charadrius vociferus,2021-12-11,UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/172121636/medium.jpg,,42.0,"Barkley Meadows Park, Austin, TX, US",,Travis,Texas,United States,30.183221014,-97.6238038392,,https://www.inaturalist.org/observations/102907353,False,,1.0,2.0
Falco peregrinus,Charadrius vociferus,2021-12-11,UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/172121741/medium.jpg,,42.0,"Barkley Meadows Park, Austin, TX, US",,Travis,Texas,United States,30.1832283305,-97.6238293881,,https://www.inaturalist.org/observations/102907398,False,,1.0,2.0
Loxodonta africana,Adansonia digitata,2014-03-06,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/172469527/medium.jpg,,50.0,"Mashonaland West, ZW",,Hurungwe,Mashonaland West,Zimbabwe,-16.0551538536,28.9932752425,,https://www.inaturalist.org/observations/103092874,False,,3.0,1.0
Loxodonta africana,Adansonia digitata,2014-03-06,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/172469527/medium.jpg,,50.0," Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.067625,28.862842,,https://www.inaturalist.org/observations/103092936,False,,3.0,1.0
Chondrodactylus laevigatus,Cyligramma latona,2014-03-06,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/172476046/medium.jpg,,10.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0710872461,28.8704897355,,https://www.inaturalist.org/observations/103096282,False,,1.0,2.0
Chondrodactylus laevigatus,Cyligramma latona,2014-03-06,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/172476046/medium.jpg,,10.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0710872461,28.8704897355,,https://www.inaturalist.org/observations/103096628,False,,1.0,2.0
Spilostethus macilentus,Elytraria acaulis,2014-03-06,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/172553931/medium.jpg,,50.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.06462,28.863959,,https://www.inaturalist.org/observations/103137514,False,,1.0,2.0
Ptenothrix maculosa,Ascocoryne sarcoides,2021-12-19,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/172917322/medium.jpeg,,,"Parkwood, Shoreline, WA, USA",,King,Washington,United States,47.74044,-122.331584,"No, none of these",https://www.inaturalist.org/observations/103333626,False,,1.0,2.0
Ptenothrix maculosa,Ascocoryne sarcoides,2021-12-19,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/172917639/medium.jpeg,,,"Parkwood, Shoreline, WA, USA",,King,Washington,United States,47.74044,-122.331584,"No, none of these",https://www.inaturalist.org/observations/103333743,False,,1.0,2.0
Ptenothrix maculosa,Ascocoryne sarcoides,2021-12-19,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/172917677/medium.jpeg,,,"King County, US-WA, US",,King,Washington,United States,47.740577,-122.331689,"No, none of these",https://www.inaturalist.org/observations/103333835,False,,1.0,2.0
Phalacrocorax carbo,Anguilla anguilla,2021-07-04,Copenhagen,https://inaturalist-open-data.s3.amazonaws.com/photos/172986700/medium.jpg,,42.0,"21481 Lauenburg/Elbe, Deutschland",,Regierungsbezirk Lüneburg,Schleswig-Holstein,Germany,53.3697483183,10.552434636,,https://www.inaturalist.org/observations/103370496,False,,2.0,1.0
Phalacrocorax carbo,Anguilla anguilla,2021-07-04,Copenhagen,https://inaturalist-open-data.s3.amazonaws.com/photos/172986694/medium.jpeg,,56.0,"21481 Lauenburg/Elbe, Deutschland",,Regierungsbezirk Lüneburg,Schleswig-Holstein,Germany,53.369728604,10.552428163,,https://www.inaturalist.org/observations/103370497,False,,2.0,1.0
Trema orientale,Trema orientale,2021-12-21,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/173076439/medium.jpeg,,10.0,"Morningside, Berea, 4001, South Africa",,Durban,KwaZulu-Natal,South Africa,-29.8161111111,31.0180555556,"No, none of these",https://www.inaturalist.org/observations/103418665,False,,1.0,1.0
Alligator mississippiensis,Apalone ferox,2021-11-14,Eastern Time (US & Canada),https://static.inaturalist.org/photos/173099960/medium.jpg,,50.0,"Chesser Island Boardwalk; Okefenokee NWR - Charlton County, GA, USA",,Charlton,Georgia,United States,30.711665,-82.17073,,https://www.inaturalist.org/observations/103428507,False,,4.0,7.0
Alligator mississippiensis,Apalone ferox,2021-11-14,Eastern Time (US & Canada),https://static.inaturalist.org/photos/173099966/medium.jpg,,50.0,"Chesser Island Boardwalk; Okefenokee NWR - Charlton County, GA, USA",,Charlton,Georgia,United States,30.711665,-82.17073,,https://www.inaturalist.org/observations/103428508,False,,4.0,7.0
Enhydra lutris,Pugettia producta,2021-12-18,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/173293748/medium.jpeg,,13.0,"Wharf 2, Monterey, CA, USA",,Monterey,California,United States,36.6054482061,-121.8894538417,,https://www.inaturalist.org/observations/103528868,False,,3.0,3.0
Enhydra lutris nereis,Pugettia producta,2021-12-18,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/173293859/medium.jpeg,,8.0,"California, US",,Monterey,California,United States,36.7986868071,-121.9979863846,,https://www.inaturalist.org/observations/103528899,False,,3.0,3.0
Buteo jamaicensis,Dipodomys ingens,2018-05-05,Pacific Time (US & Canada),https://static.inaturalist.org/photos/173372104/medium.jpg,,122.0,"San Luis Obispo County, CA, USA",,San Luis Obispo,California,United States,35.0704369747,-119.6562926087,,https://www.inaturalist.org/observations/103569433,False,,1.0,1.0
Buteo jamaicensis,Dipodomys ingens,2018-05-05,Pacific Time (US & Canada),https://static.inaturalist.org/photos/173372104/medium.jpg,,244.0,"California, US",,San Luis Obispo,California,United States,35.0983554712,-119.7992484838,,https://www.inaturalist.org/observations/103569434,False,,1.0,1.0
Vulpes vulpes crucigera,Talpa europaea,2021-06-23,Berlin,https://inaturalist-open-data.s3.amazonaws.com/photos/173549658/medium.jpeg,,118.0,"Wernigerode, Deutschland",,Harz,Sachsen-Anhalt,Germany,51.7871063257,10.587673041,,https://www.inaturalist.org/observations/103662869,False,,1.0,5.0
Vulpes vulpes,Talpa europaea,2021-06-23,Berlin,https://inaturalist-open-data.s3.amazonaws.com/photos/173549873/medium.jpeg,,137.0,"Wernigerode, Deutschland",,Harz,Sachsen-Anhalt,Germany,51.7871230627,10.5876515844,,https://www.inaturalist.org/observations/103662871,False,,1.0,5.0
Plectropterus gambensis niger,Cyperus polystachyos polystachyos,2021-12-25,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/173585104/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.3397,32.3871,,https://www.inaturalist.org/observations/103688007,False,,1.0,2.0
Plectropterus gambensis,Cyperus polystachyos polystachyos,2021-12-25,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/173585142/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.3397,32.3871,,https://www.inaturalist.org/observations/103688009,False,,1.0,2.0
Vulpes vulpes,Talpa europaea,2017-06-15,Paris,https://inaturalist-open-data.s3.amazonaws.com/photos/173991361/medium.jpg,,61.0,"77370 Fontenailles, France",,Seine-Et-Marne,Île-de-France,France,48.5246142814,2.9122070784,,https://www.inaturalist.org/observations/103889648,False,,3.0,6.0
Vulpes vulpes,Talpa europaea,2017-06-15,Paris,https://inaturalist-open-data.s3.amazonaws.com/photos/173991397/medium.jpg,,122.0,"77370 Fontenailles, France",,Seine-Et-Marne,Île-de-France,France,48.5247109608,2.9132061717,,https://www.inaturalist.org/observations/103889649,False,,3.0,6.0
Milvus migrans,Pachylomera femoralis,2021-12-31,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/174295678/medium.jpg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2408,32.3965,,https://www.inaturalist.org/observations/104057955,False,,1.0,3.0
Milvus migrans parasitus,Pachylomera femoralis,2021-12-31,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/174295828/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2408,32.3965,,https://www.inaturalist.org/observations/104057958,False,,1.0,3.0
Pycnonotus barbatus layardi,Atrichiana placida,2022-01-01,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/175051479/medium.jpeg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/104470091,False,,1.0,3.0
Pycnonotus barbatus,Atrichiana placida,2022-01-01,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/175051484/medium.jpg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/104470095,False,,1.0,3.0
